"scientific_name","BCR","slope","lower_CI","upper_CI","intercept","adj_r2","Trend"
"Tyrannus melancholicus",35,0,0,0,1,NA,"Stable"
"Tyrannus melancholicus",36,0.0630630630630636,-0.00681727494426408,0.132943401070391,-124.50900900901,0.824324324324328,"Stable"
"Tyrannus melancholicus",37,0.192528735632184,0.0329054560352007,0.352152015229167,-384.688697318008,0.471401204159825,"Increasing"
