"scientific_name","BCR","slope","lower_CI","upper_CI","intercept","adj_r2","Trend"
"Tyrannus tyrannus",18,-0.053349378259126,-0.0993458277404413,-0.00735292877781073,111.32711592459,0.159110563340797,"Decreasing"
"Tyrannus tyrannus",19,-0.0419173686321705,-0.162853418204125,0.0790186809397845,101.507019655035,-0.0199192482272772,"Stable"
"Tyrannus tyrannus",20,0.00953214667833601,-0.113137345502888,0.13220163885956,-17.1425931329584,-0.0807517102746182,"Stable"
"Tyrannus tyrannus",21,-0.0412655435218613,-0.0922887888566362,0.00975770181291361,86.1971018852789,0.066684348897689,"Stable"
"Tyrannus tyrannus",25,-0.150722021660651,-0.175934510130664,-0.125509533190637,307.4702166065,0.858139492198749,"Decreasing"
"Tyrannus tyrannus",36,0.0679314565483485,-0.251294393433196,0.387157306529893,-133.452876376991,-0.102960890598588,"Stable"
"Tyrannus tyrannus",37,-0.404432410750102,-0.66501702648173,-0.143847795018474,823.40744083434,0.2702979711872,"Decreasing"
