"scientific_name","BCR","slope","lower_CI","upper_CI","intercept","adj_r2","Trend"
"Himantopus mexicanus",37,-0.0560068190934649,-0.598646391781457,0.486632753594527,128.35985760129,-0.0397008963877052,"Stable"
"Hirundo rustica",18,0.104091456077016,-0.0590278525691598,0.267210764723191,-196.414560770157,0.0285447412455438,"Stable"
"Hirundo rustica",19,-0.339099478539913,-0.513178328342907,-0.165020628736919,708.036452065787,0.37754631580047,"Decreasing"
"Hirundo rustica",20,-0.00606698756518298,-0.122439528776553,0.110305553646187,19.4615423184927,-0.0411644051071518,"Stable"
"Hirundo rustica",21,-0.48731448054553,-0.649060942820166,-0.325568018270893,997.853138788613,0.601057603301143,"Decreasing"
"Hirundo rustica",25,-0.840603690332938,-1.26873946835909,-0.412467912306787,1708.828569996,0.381507665166225,"Decreasing"
"Hirundo rustica",35,-0.185669875651824,-0.305330101742586,-0.0660096495610624,379.240423184916,0.27019175445365,"Decreasing"
"Hirundo rustica",36,-0.201668984700977,-0.77558298314621,0.372245013744256,415.914659248964,-0.0200439141267152,"Stable"
"Hirundo rustica",37,-0.217107902125955,-0.962240938575781,0.528025134323872,462.995687926197,-0.026204056525913,"Stable"
"Hydroprogne caspia",36,NA,NA,NA,NA,NA,NA
"Hydroprogne caspia",37,-0.0507649513212786,-0.379506485438468,0.277976582795911,107.99755215577,-0.0388690244487546,"Stable"
"Hylocichla mustelina",19,-0.0159932659932681,-0.185065408024906,0.15307887603837,33.4882154882197,-0.185975135975131,"Stable"
"Hylocichla mustelina",20,NA,NA,NA,NA,NA,NA
"Hylocichla mustelina",21,-0.00866175833694161,-0.0894853733971283,0.072161856723245,18.7535729753124,-0.222932005197061,"Stable"
"Hylocichla mustelina",25,0.000952667468913261,-0.0553320580741009,0.0572373930119274,2.93165864420316,-0.0416137035290574,"Stable"
"Hylocichla mustelina",37,0.00378266850068826,-0.0634907985704521,0.0710561355718286,-6.33906464924448,-0.19500687757909,"Stable"
"Icteria virens",18,-0.110709987966307,-0.23676580399545,0.0153458280628355,228.09987966306,0.0837682950685591,"Stable"
"Icteria virens",19,0.00806405326292776,-0.0707629638543034,0.0868910703801589,-13.3293921827458,-0.0414503700796038,"Stable"
"Icteria virens",20,0.0537505014039293,-0.262947894793225,0.370448897601083,-86.1716807059734,-0.0363681679701284,"Stable"
"Icteria virens",21,0.0606197352587244,0.00698829171366083,0.114251178803788,-119.322352587244,0.150875525241166,"Increasing"
"Icteria virens",25,-0.0953670276774977,-0.202475026651194,0.0117409712961989,215.920276774971,0.0868242708280917,"Stable"
"Icteria virens",35,0.0055154432410745,-0.0952912473456352,0.106322133827784,-2.7377657440824,-0.0411135131687472,"Stable"
"Icteria virens",36,0.0408794028458122,-0.068068730327507,0.149827536019131,-79.5295661301596,-0.0211781998899114,"Stable"
