"scientific_name","StateNum","slope","lower_CI","upper_CI","Adj_R2","Trend"
"Colinus virginianus",83,-0.0618231046931403,-0.31958217662222,0.19593596723594,-0.0311384181794947,"Stable"
"Columba livia",83,0.165112314480546,-0.00522287877889982,0.335447507739991,0.107221250543407,"Stable"
"Columbina inca",83,-0.128259125551545,-0.152570172212028,-0.103948078891061,0.824637841045761,"Decreasing"
"Columbina passerina",83,-0.254362214199761,-0.312370722716737,-0.196353705682784,0.763934367592761,"Decreasing"
"Columbina talpacoti",83,NA,NA,NA,NA,NA
"Contopus cooperi",83,NA,NA,NA,NA,NA
"Contopus sordidulus",83,0.00305856397914198,-0.0351227916118354,0.0412399195701193,-0.0404816285395855,"Stable"
"Contopus virens",83,-0.0993782591255516,-0.133785918403614,-0.0649705998474896,0.580074840867559,"Decreasing"
"Coragyps atratus",83,0.173034496590455,0.108543154754533,0.237525838426376,0.542666791660461,"Increasing"
"Corthylio calendula",83,NA,NA,NA,NA,NA
"Corvus brachyrhynchos",83,-0.796730846369839,-1.00215662216567,-0.591305070574013,0.716151708425319,"Decreasing"
"Corvus corax",83,0.00932611311672663,-0.0349982029354526,0.0536504291689059,-0.0335456131099667,"Stable"
"Corvus cryptoleucus",83,-0.09481548335339,-0.175372076756741,-0.0142588899500393,0.163910382293685,"Decreasing"
"Corvus ossifragus",83,-0.0411316810988396,-0.127126113102051,0.0448627509043714,-0.00021603744824894,"Stable"
"Crotophaga sulcirostris",83,-0.0109306056959486,-0.0659468381523995,0.0440856267605024,-0.0344194889242193,"Stable"
"Cyanocitta cristata",83,-0.0799237866024864,-0.148510624988236,-0.0113369482167373,0.160630265250829,"Decreasing"
"Cyanocitta stelleri",83,NA,NA,NA,NA,NA
"Cyanocorax yncas",83,0.0315884476534294,-0.0144914130250138,0.0776683083318727,0.0385264427049495,"Stable"
"Cygnus buccinator",83,NA,NA,NA,NA,NA
"Cyrtonyx montezumae",83,0.0602643856920682,-0.0372339940393416,0.157762765423478,0.0480722360205201,"Stable"
"Dendrocygna autumnalis",83,-0.00867428800641911,-0.228711420222529,0.211362844209691,-0.0413794231928537,"Stable"
"Dendrocygna bicolor",83,0.0349979943842769,-0.372130404515968,0.442126393284522,-0.0403022453038302,"Stable"
"Dolichonyx oryzivorus",83,NA,NA,NA,NA,NA
"Dryobates borealis",83,-0.0413336378168512,-0.147553793356055,0.0648865177223522,-0.0230885300062242,"Stable"
"Dryobates pubescens",83,-0.0153429602888089,-0.0448453532738758,0.014159432696258,0.00604619764609293,"Stable"
"Dryobates scalaris",83,0.0229141596470115,-0.00196050180046993,0.047788821094493,0.094684517691201,"Stable"
"Dryobates villosus",83,0.00877456879261956,-0.0170542339544547,0.0346033715396938,-0.0207577677191113,"Stable"
"Dryocopus pileatus",83,-0.0420176494183718,-0.0652765854219098,-0.0187587134148337,0.340394859077643,"Decreasing"
"Dumetella carolinensis",83,-0.0168033119571397,-0.0669804501700491,0.0333738262557697,-0.0261000337518844,"Stable"
"Egretta caerulea",83,-0.131317689530685,-0.233882844483112,-0.0287525345782594,0.193098124782152,"Decreasing"
"Egretta rufescens",83,-0.0410567654409148,-0.099105269866622,0.0169917389847925,0.047680226922144,"Stable"
"Egretta thula",83,-0.12866024869635,-0.341906301995642,0.0845858046029427,0.0215499000756032,"Stable"
"Egretta tricolor",83,-0.180204572803851,-0.417705070439724,0.057295924832021,0.0549037412111485,"Stable"
"Elanoides forficatus",83,-0.248120300751878,-0.42371219482206,-0.072528406681696,0.479651509726723,"Decreasing"
"Elanus leucurus",83,-0.0176467480319125,-0.0556743534614608,0.0203808573976359,-0.00328038299976918,"Stable"
"Empidonax difficilis occidentalis",83,NA,NA,NA,NA,NA
"Empidonax hammondii",83,NA,NA,NA,NA,NA
"Empidonax minimus",83,NA,NA,NA,NA,NA
"Empidonax oberholseri",83,NA,NA,NA,NA,NA
"Empidonax traillii",83,NA,NA,NA,NA,NA
"Empidonax virescens",83,-0.101083032490975,-0.134862183803552,-0.0673038811783976,0.597713960535282,"Decreasing"
"Empidonax wrightii",83,0,0,0,NA,"Stable"
"Eremophila alpestris",83,0.408594063377458,-0.0291776452580664,0.846365772012982,0.0978240824629025,"Stable"
"Eudocimus albus",83,-1.72157039711192,-2.71425203990358,-0.728888754320255,0.320867836200468,"Decreasing"
"Eugenes fulgens",83,NA,NA,NA,NA,NA
"Euphagus cyanocephalus",83,NA,NA,NA,NA,NA
"Falco femoralis",83,0,0,0,NA,"Stable"
"Falco mexicanus",83,0.01336233685519,-0.0138862770021919,0.0406109507125718,0.0135600881405753,"Stable"
"Falco peregrinus",83,-0.0210325047801154,-0.242394922490116,0.200329912929885,-0.384321223709364,"Stable"
"Falco sparverius",83,-0.00130365022061778,-0.016504924671267,0.0138976242300314,-0.0403086976868565,"Stable"
"Fregata magnificens",83,NA,NA,NA,NA,NA
"Fulica americana",83,-1.16225431207382,-2.96146096278732,0.63695233863969,0.030163090766945,"Stable"
"Gallinago delicata",83,NA,NA,NA,NA,NA
"Gallinula galeata",83,-0.0724528680304846,-0.14587774687927,0.00097201081830095,0.111826170396506,"Stable"
"Gelochelidon nilotica",83,-0.0645306859205787,-0.325705461231598,0.196644089390441,-0.0305010173620364,"Stable"
"Geococcyx californianus",83,0.000952667468913004,-0.0282734593584,0.0301787942962261,-0.0414702616980323,"Stable"
"Geothlypis formosa",83,-0.0576113116726838,-0.099778955914601,-0.0154436674307665,0.217557162875601,"Decreasing"
"Geothlypis tolmiei",83,NA,NA,NA,NA,NA
"Geothlypis trichas",83,-0.0745587645407141,-0.12010754118829,-0.0290099878931384,0.294055483503031,"Decreasing"
"Geranoaetus albicaudatus",83,-0.0506417970316886,-0.0823324225257621,-0.018951171537615,0.283207666425336,"Decreasing"
"Glaucidium brasilianum",83,0,0,0,NA,"Stable"
"Glaucidium gnoma",83,NA,NA,NA,NA,NA
"Gymnorhinus cyanocephalus",83,NA,NA,NA,NA,NA
"Haematopus palliatus",83,-0.0133502860775584,-0.132881852833865,0.106181280678748,-0.0523365779480225,"Stable"
"Haemorhous cassinii",83,NA,NA,NA,NA,NA
"Haemorhous mexicanus",83,-0.228289209787407,-0.331676234820385,-0.12490218475443,0.44157775987599,"Decreasing"
"Haliaeetus leucocephalus",83,0.0218771100607703,-0.0403391170968856,0.0840933372184263,-0.0328144804956374,"Stable"
"Helmitheros vermivorum",83,0.0107971207677951,-0.0522052084138429,0.0737994499494332,-0.0611877425972904,"Stable"
"Himantopus mexicanus",83,-0.101734857601285,-0.287305173979117,0.0838354587765477,0.011086243169623,"Stable"
"Hirundo rustica",83,-0.345667870036104,-0.532989571798837,-0.158346168273371,0.350734122409649,"Decreasing"
"Hydroprogne caspia",83,-0.0775401069518716,-0.431952594948461,0.276872381044718,-0.0357620320855614,"Stable"
"Hylocichla mustelina",83,-0.0171480144404328,-0.0747342431306829,0.0404382142498172,-0.0255266927052296,"Stable"
"Icteria virens",83,-0.183513838748497,-0.249571769950314,-0.117455907546679,0.560438763822699,"Decreasing"
"Icterus bullockii",83,-0.0131367829923788,-0.0539372305551185,0.0276636645703609,-0.0228464723096937,"Stable"
"Icterus cucullatus",83,0.0200561572402728,-0.0380946243707417,0.0782069388512874,-0.0201286971217001,"Stable"
"Icterus galbula",83,0.0093085106382972,-0.0388689324141388,0.0574859536907332,-0.0396262969232954,"Stable"
"Icterus graduacauda",83,0.00386081026875192,-0.0780649803600018,0.0857866008975057,-0.0412562370351588,"Stable"
"Icterus gularis",83,-0.0192750287686997,-0.0705648106249709,0.0320147530875714,0.0971423091676281,"Stable"
"Icterus parisorum",83,-0.0885479342158047,-0.149511379143491,-0.0275844892881182,0.242116092888195,"Decreasing"
"Icterus spurius",83,-0.0447753710389093,-0.0788560153206984,-0.0106947267571201,0.20261734077313,"Decreasing"
"Ictinia mississippiensis",83,-0.0868431608503816,-0.125288638314756,-0.0483976833860073,0.453371361877504,"Decreasing"
"Ixobrychus exilis",83,-0.0290720567003544,-0.108432962661781,0.050288849261072,-0.020213948955573,"Stable"
"Junco hyemalis aikeni",83,NA,NA,NA,NA,NA
"Junco hyemalis caniceps",83,NA,NA,NA,NA,NA
"Lampornis clemenciae",83,0,0,0,NA,"Stable"
"Lanius ludovicianus",83,-0.0353991175290812,-0.0713840227621178,0.000585787703955426,0.111020142812383,"Stable"
"Larus argentatus",83,-0.145251396648045,-0.252748871366423,-0.0377539219296667,0.916201117318436,"Decreasing"
"Larus californicus",83,NA,NA,NA,NA,NA
"Larus delawarensis",83,0.0380487804878027,-0.610214714057912,0.686312275033517,-0.241756097560977,"Stable"
"Laterallus jamaicensis",83,0.0643499591169257,-0.0992586448545634,0.227958563088415,-0.0213280268032707,"Stable"
"Leiothlypis celata",83,NA,NA,NA,NA,NA
"Leiothlypis luciae",83,0.0372236503856039,-0.090946826791056,0.165394127562264,-0.0284953243227124,"Stable"
"Leiothlypis virginiae",83,NA,NA,NA,NA,NA
"Leptotila verreauxi",83,-0.150822302446853,-0.270626055150784,-0.0310185497429219,0.187017847084511,"Decreasing"
"Leucophaeus atricilla",83,-1.58373445647816,-3.73262509407568,0.565156181119369,0.0499256707778609,"Stable"
"Leucophaeus pipixcan",83,NA,NA,NA,NA,NA
"Limnothlypis swainsonii",83,-0.039610910549539,-0.0979702024413433,0.0187483813422654,0.0370687885822659,"Stable"
"Lophodytes cucullatus",83,NA,NA,NA,NA,NA
"Loxia curvirostra",83,NA,NA,NA,NA,NA
"Mareca americana",83,NA,NA,NA,NA,NA
"Mareca strepera",83,-0.00668031462127166,-0.0960997489432446,0.0827391197007013,-0.0809466606450591,"Stable"
"Megaceryle alcyon",83,-0.00772162053750511,-0.0249391004674168,0.00949585939240659,-0.00576299629300148,"Stable"
"Megaceryle torquata",83,0,0,0,NA,"Stable"
"Megascops asio",83,-0.0190284248547346,-0.0375135888678547,-0.000543260841614445,0.128368507694303,"Stable"
"Megascops kennicottii",83,NA,NA,NA,NA,NA
"Melanerpes aurifrons",83,0.0466305655836342,-0.0328096874056494,0.126070818572918,0.0183643770664162,"Stable"
"Melanerpes carolinus",83,-0.0126353790613721,-0.0808458396053274,0.0555750814825831,-0.0353609879525789,"Stable"
"Melanerpes erythrocephalus",83,0.0349478539911755,0.0106866076038365,0.0592091003785146,0.238704583699924,"Stable"
"Melanerpes formicivorus",83,0.0272254227838699,-0.0125184353023636,0.0669692808701033,0.0612315975241394,"Stable"
"Melanerpes lewis",83,NA,NA,NA,NA,NA
"Melanerpes uropygialis",83,NA,NA,NA,NA,NA
"Meleagris gallopavo",83,-0.0554051343762538,-0.11210694771855,0.00129667896604227,0.109276808396845,"Stable"
"Melospiza georgiana",83,NA,NA,NA,NA,NA
"Melospiza lincolnii",83,NA,NA,NA,NA,NA
"Melospiza melodia",83,NA,NA,NA,NA,NA
"Melozone aberti",83,NA,NA,NA,NA,NA
"Melozone fusca",83,-0.123846770958685,-0.165461427235582,-0.0822321146817866,0.594991517374186,"Decreasing"
"Mergus merganser",83,NA,NA,NA,NA,NA
"Micrathene whitneyi",83,0.0218897201440848,-0.0147042998936311,0.0584837401818006,0.0911609864228351,"Stable"
"Mimus polyglottos",83,-0.827517047733656,-1.05231868831182,-0.602715407155492,0.694079984430822,"Decreasing"
"Mniotilta varia",83,-0.00330926594464494,-0.0398187596799625,0.0332002277906726,-0.0401499197753712,"Stable"
"Molothrus aeneus",83,-0.208383473726436,-0.424708024849151,0.00794107739627889,0.105631363922067,"Stable"
"Molothrus ater",83,-0.252958283192942,-0.32540827701735,-0.180508289368534,0.670738734094985,"Decreasing"
"Myadestes townsendi",83,NA,NA,NA,NA,NA
"Mycteria americana",83,0.191082802547769,-0.4429248216223,0.825090426717838,-0.0310380426125787,"Stable"
"Myiarchus cinerascens",83,-0.0106297633373445,-0.0638059237401375,0.0425463970654485,-0.0343310226968847,"Stable"
"Myiarchus crinitus",83,-0.0429703168872845,-0.0663028338598357,-0.0196377999147333,0.3497614963053,"Decreasing"
